Establishment_ID,Region,Size_Category,Screener_Employees,ISIC_Rev4_Code,ISIC_Division,Manufacturing_Subsector,Year_Started,Manager_Experience_Years,Survey_Weight_Median,Annual_Sales_2024_UGX,Annual_Sales_2022_UGX,Capacity_Utilization_Pct,Permanent_FT_Employees_2024,Permanent_FT_Employees_2022,Labor_Cost_2024_UGX,Raw_Materials_Cost_2024_UGX,Machinery_Replacement_Value_UGX,Direct_Exports_Pct,Monitors_Performance_Indicators,Introduced_New_Product_Service,Introduced_Improved_Process,Working_Capital_Internal_Pct,Working_Capital_Bank_Pct,Working_Capital_Supplier_Credit_Pct,Purchased_Fixed_Assets,Equipment_Investment_Raw_UGX,Has_Financial_Institution_Loan,Applied_For_Loan_2024,Experienced_Power_Outages,Power_Outages_Per_Month_Raw,Electricity_Obstacle,Access_to_Finance_Obstacle,Workforce_Skills_Obstacle,Informal_Competition_Obstacle,Biggest_Obstacle,Figures_Response_Quality,Establishment_Age_Years,Equipment_Investment_UGX,Power_Outages_Per_Month,Direct_Exporter,Sales_Growth_2022_2024_Pct,Sales_CAGR_2022_2024_Pct,Employment_Growth_2022_2024_Pct,Sales_per_Employee_UGX,Labor_Cost_Pct_of_Sales,Raw_Materials_Cost_Pct_of_Sales,Machinery_Value_per_Employee_UGX,Equipment_Investment_Pct_of_Sales,Sales_Outlier_Flag,Firm_Age_Band,Performance_Group
1614581,Northern,Small,25,2220,22,Manufacture of rubber and plastics products,2015,16,1.645,\N,\N,20.0,10,10,\N,\N,\N,0.0,Yes,No,No,100.0,0.0,0.0,Yes,2460000,No,No,Yes,8.0,Moderate obstacle,Minor obstacle,No obstacle,No obstacle,Tax rates,Are estimates computed with some precision,9,2460000,8,No,\N,\N,0.0,\N,\N,\N,\N,\N,Normal,<10 years,Missing
1614583,Central,Large,200,1030,10,Manufacture of food products,1996,30,1.569,300000000,50000000,80.0,50,20,200000000,50000000,\N,0.0,Yes,No,Yes,100.0,0.0,0.0,No,\N,No,No,Yes,2.0,No obstacle,Major obstacle,No obstacle,Minor obstacle,Tax rates,Are in some case taken from books and in some case estimates,28,0,2,No,500.0,144.9,150.0,6000000,66.7,16.7,\N,0.0,Normal,20-29 years,High Growth
1614584,Central,Large,636,2022,20,Manufacture of chemicals and chemical products,1963,32,1.575,7400000000,6350000000,100.0,248,220,2400000000,4320000000,3700000000,32.0,Yes,Yes,No,75.0,0.0,25.0,Yes,300000000,No,No,Yes,4.0,Major obstacle,Minor obstacle,Minor obstacle,Very severe obstacle,Access to land,Are in some case taken from books and in some case estimates,61,300000000,4,Yes,16.5,8.0,12.7,29838710,32.4,58.4,14919355,4.1,Normal,30+ years,Middle
1614585,Central,Large,45,1811,18,Printing and reproduction of recorded media,2013,15,2.079,5100000000,4950000000,75.0,45,45,1620000000,2155000000,7400000000,0.0,Yes,No,No,40.0,40.0,20.0,Yes,60000000,Yes,Yes,Yes,12.0,Very severe obstacle,Major obstacle,No obstacle,Very severe obstacle,Customs and trade regulations,Are in some case taken from books and in some case estimates,11,60000000,12,No,3.0,1.5,0.0,113333333,31.8,42.3,164444444,1.2,Normal,10-19 years,Low Growth
1614589,Eastern,Large,800,1061,10,Manufacture of food products,2004,20,1.000,4000000000,3000000000,60.0,220,200,2000000000,200000000,12000000000,0.0,Yes,Yes,No,40.0,40.0,20.0,Yes,200000000,Yes,Yes,Yes,10.0,Minor obstacle,Major obstacle,Minor obstacle,Major obstacle,Tax rates,Are in some case taken from books and in some case estimates,20,200000000,10,No,33.3,15.5,10.0,18181818,50.0,5.0,54545455,5.0,Normal,20-29 years,Middle
1614591,Eastern,Small,10,1061,10,Manufacture of food products,1998,27,7.895,45000000,42000000,70.0,10,10,20000000,15000000,25000000,0.0,Not asked (survey skip: screener employment <20),Yes,Yes,20.0,70.0,0.0,No,\N,Yes,No,Yes,22.0,Very severe obstacle,Very severe obstacle,No obstacle,Minor obstacle,Electricity,Are in some case taken from books and in some case estimates,26,0,22,No,7.1,3.5,0.0,4500000,44.4,33.3,2500000,0.0,Normal,20-29 years,Low Growth
1614594,Northern,Medium,5,1811,18,Printing and reproduction of recorded media,2004,20,9.139,200000000,180000000,100.0,5,6,9600000,60000000,160000000,0.0,Not asked (survey skip: screener employment <20),No,No,15.0,20.0,0.0,Yes,11000000,No,No,Yes,4.0,Major obstacle,Minor obstacle,Minor obstacle,Very severe obstacle,Access to finance,Are taken directly from establishment records,20,11000000,4,No,11.1,5.4,-16.7,40000000,4.8,30.0,32000000,5.5,Normal,20-29 years,Middle
1614598,Western,Medium,25,1071,10,Manufacture of food products,1990,35,1.650,160000000,80000000,75.0,16,8,40800000,100000000,200000000,0.0,Yes,No,No,60.0,0.0,40.0,Yes,0,Yes,No,Yes,3.0,Moderate obstacle,Major obstacle,Moderate obstacle,Major obstacle,Access to finance,Are in some case taken from books and in some case estimates,34,0,3,No,100.0,41.4,100.0,10000000,25.5,62.5,12500000,0.0,Normal,30+ years,High Growth
1614601,Western,Medium,15,1079,10,Manufacture of food products,2015,3,1.650,270000000,250000000,90.0,10,8,6000000,0,200000000,0.0,Not asked (survey skip: screener employment <20),No,No,70.0,0.0,0.0,Yes,0,Yes,Yes,Yes,100.0,Very severe obstacle,Major obstacle,Moderate obstacle,Moderate obstacle,Electricity,Are estimates computed with some precision,9,0,100,No,8.0,3.9,25.0,27000000,2.2,0.0,20000000,0.0,Normal,<10 years,Low Growth
1614603,Central,Large,149,1020,10,Manufacture of food products,2008,25,1.569,89770000000,45000000000,60.0,131,96,1956762000,48000000000,2130726400,89.0,Yes,No,No,50.0,50.0,0.0,Yes,83000000,No,Yes,Yes,2.0,Moderate obstacle,Very severe obstacle,Minor obstacle,Moderate obstacle,Access to finance,Are taken directly from establishment records,16,83000000,2,Yes,99.5,41.2,36.5,685267176,2.2,53.5,16265087,0.1,Review,10-19 years,High Growth
1614604,Western,Medium,15,3100,31,Manufacture of furniture,2019,12,2.620,350000000,380000000,10.0,5,5,75000000,210000000,35000000,0.0,Not asked (survey skip: screener employment <20),No,Yes,15.0,0.0,30.0,Yes,1000000,Yes,No,Yes,5.0,Moderate obstacle,Moderate obstacle,Minor obstacle,Major obstacle,Practices of competitors in the informal sector,Are estimates computed with some precision,5,1000000,5,No,-7.9,-4.0,0.0,70000000,21.4,60.0,7000000,0.3,Normal,<10 years,Low Growth
1614607,Western,Medium,5,2511,25,Manufacture of fabricated metal products,2010,15,2.620,5000000,10000000,30.0,4,5,\N,3000000,2000000,0.0,Not asked (survey skip: screener employment <20),No,No,20.0,0.0,10.0,No,\N,Yes,Yes,Yes,5.0,Minor obstacle,Major obstacle,No obstacle,Major obstacle,Tax rates,Are estimates computed with some precision,14,0,5,No,-50.0,-29.3,-20.0,1250000,\N,60.0,500000,0.0,Normal,10-19 years,Low Growth
1614611,Western,Medium,45,2220,22,Manufacture of rubber and plastics products,2017,\N,2.620,120000000,\N,35.0,12,6,50000000,10000000,100000000,0.0,Yes,Yes,No,20.0,0.0,50.0,No,\N,No,No,Yes,3.0,Major obstacle,Major obstacle,Minor obstacle,\N,Electricity,Are estimates computed with some precision,7,0,3,No,\N,\N,100.0,10000000,41.7,8.3,8333333,0.0,Normal,<10 years,Missing
1614612,Central,Large,3000,3290,32,Other manufacturing,2003,22,1.575,\N,\N,\N,2000,1200,\N,\N,\N,15.0,Yes,Yes,Yes,100.0,0.0,0.0,Yes,\N,No,No,Yes,2.0,Moderate obstacle,No obstacle,Minor obstacle,Major obstacle,Tax rates,Are estimates computed with some precision,21,0,2,Yes,\N,\N,66.7,\N,\N,\N,\N,\N,Normal,20-29 years,Missing
1614615,Eastern,Large,400,1621,16,Manufacture of wood and products of wood/cork,1993,15,1.000,1800000000,1250000000,35.0,350,350,200000000,68500000,500000000,0.0,No,Yes,No,60.0,0.0,0.0,No,\N,No,No,Yes,6.0,Major obstacle,Major obstacle,No obstacle,Minor obstacle,Access to finance,Are in some case taken from books and in some case estimates,31,0,6,No,44.0,20.0,0.0,5142857,11.1,3.8,1428571,0.0,Normal,30+ years,Middle
1614616,Northern,Medium,5,1811,18,Printing and reproduction of recorded media,1996,10,6.906,45000000,40000000,100.0,5,3,7000000,3000000,150000000,0.0,Not asked (survey skip: screener employment <20),No,No,60.0,40.0,0.0,Yes,8000000,Yes,Yes,Yes,12.0,Major obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Tax rates,Are in some case taken from books and in some case estimates,28,8000000,12,No,12.5,6.1,66.7,9000000,15.6,6.7,30000000,17.8,Normal,20-29 years,Middle
1614620,Central,Large,325,1702,17,Manufacture of paper and paper products,2004,21,1.575,85000000000,80000000000,70.0,180,160,2000000000,57600000000,7200000000,10.0,Yes,Yes,Yes,20.0,80.0,0.0,Yes,1800000000,Yes,Yes,Yes,8.0,Major obstacle,Moderate obstacle,No obstacle,Moderate obstacle,Tax rates,Are estimates computed with some precision,20,1800000000,8,Yes,6.3,3.1,12.5,472222222,2.4,67.8,40000000,2.1,Review,20-29 years,Low Growth
1614621,Eastern,Medium,15,2394,23,Manufacture of other non-metallic mineral products,2005,20,1.664,500000000,400000000,90.0,11,11,54000000,70000000,100000000,0.0,Not asked (survey skip: screener employment <20),No,No,70.0,0.0,30.0,No,\N,No,No,Yes,3.0,Moderate obstacle,Major obstacle,No obstacle,Minor obstacle,Access to finance,Are taken directly from establishment records,19,0,3,No,25.0,11.8,0.0,45454545,10.8,14.0,9090909,0.0,Normal,10-19 years,Middle
1614624,Eastern,Medium,5,2511,25,Manufacture of fabricated metal products,2009,15,1.664,77000000,16000000,70.0,5,5,5000000,60000000,100000000,0.0,Not asked (survey skip: screener employment <20),No,No,100.0,0.0,0.0,Yes,2500000,No,No,Yes,7.0,Minor obstacle,No obstacle,No obstacle,Very severe obstacle,"Crime, theft and disorder",Are taken directly from establishment records,15,2500000,7,No,381.3,119.4,0.0,15400000,6.5,77.9,20000000,3.2,Normal,10-19 years,High Growth
1614629,Western,Medium,5,1410,14,Manufacture of wearing apparel,2014,10,2.620,5000000,2800000,2.0,5,5,2400000,500000,400000,0.0,Not asked (survey skip: screener employment <20),No,No,100.0,0.0,0.0,No,\N,No,No,No,\N,No obstacle,Very severe obstacle,No obstacle,Major obstacle,Access to finance,Are estimates computed with some precision,10,0,0,No,78.6,33.6,0.0,1000000,48.0,10.0,80000,0.0,Normal,10-19 years,High Growth
1614631,Central,Small,8,2511,25,Manufacture of fabricated metal products,2018,6,259.947,15000000,12000000,80.0,8,5,1440000,7500000,\N,0.0,Not asked (survey skip: screener employment <20),No,No,100.0,0.0,0.0,No,\N,No,No,Yes,1.0,Very severe obstacle,No obstacle,Minor obstacle,No obstacle,Electricity,Are in some case taken from books and in some case estimates,6,0,1,No,25.0,11.8,60.0,1875000,9.6,50.0,\N,0.0,Normal,<10 years,Middle
1614633,Central,Large,400,2410,24,Manufacture of basic metals,2013,35,1.575,10000000000,12500000000,60.0,350,326,1400000000,2000000000,800000000,60.0,Yes,No,No,50.0,40.0,0.0,No,\N,Yes,No,Yes,6.0,Moderate obstacle,Very severe obstacle,Minor obstacle,Minor obstacle,Access to finance,Are in some case taken from books and in some case estimates,11,0,6,Yes,-20.0,-10.6,7.4,28571429,14.0,20.0,2285714,0.0,Review,10-19 years,Low Growth
1614636,Eastern,Large,300,2410,24,Manufacture of basic metals,2010,12,1.000,40000000000,37500000000,65.0,300,250,2000000000,10000000000,12000000000,0.0,Yes,Yes,No,50.0,50.0,0.0,No,\N,Yes,Yes,Yes,30.0,Very severe obstacle,Very severe obstacle,Minor obstacle,No obstacle,Corruption,Are estimates computed with some precision,14,0,30,No,6.7,3.3,20.0,133333333,5.0,25.0,40000000,0.0,Review,10-19 years,Low Growth
1614637,Western,Medium,250,1071,10,Manufacture of food products,2017,30,1.650,3000000000,2000000000,85.0,50,25,1000000000,500000000,800000000,0.0,Yes,Yes,Yes,50.0,10.0,40.0,Yes,45000000,Yes,Yes,Yes,5.0,Very severe obstacle,Major obstacle,Moderate obstacle,No obstacle,Electricity,Are estimates computed with some precision,7,45000000,5,No,50.0,22.5,100.0,60000000,33.3,16.7,16000000,1.5,Normal,<10 years,Middle
1614639,Western,Medium,157,1071,10,Manufacture of food products,2017,47,1.650,30000000000,25000000000,80.0,116,110,113300000,1000000000,2000000000,0.0,Yes,Yes,Yes,100.0,0.0,0.0,Yes,\N,No,No,Yes,15.0,Very severe obstacle,No obstacle,No obstacle,Very severe obstacle,Electricity,Are taken directly from establishment records,7,0,15,No,20.0,9.5,5.5,258620690,0.4,3.3,17241379,0.0,Review,<10 years,Middle
1614640,Central,Small,15,1080,10,Manufacture of food products,2013,18,30.086,100000000,55000000,100.0,15,5,40000000,45000000,60000000,0.0,Not asked (survey skip: screener employment <20),No,No,40.0,0.0,50.0,No,\N,No,No,No,\N,No obstacle,No obstacle,Minor obstacle,No obstacle,Tax rates,Are in some case taken from books and in some case estimates,11,0,0,No,81.8,34.8,200.0,6666667,40.0,45.0,4000000,0.0,Normal,10-19 years,High Growth
1614645,Northern,Small,6,3100,31,Manufacture of furniture,2012,15,18.669,45500000,37800000,60.0,4,4,4100000,14600000,84270000,0.0,Not asked (survey skip: screener employment <20),No,No,70.0,0.0,10.0,No,\N,No,No,Yes,5.0,No obstacle,No obstacle,No obstacle,No obstacle,Tax rates,Are estimates computed with some precision,12,0,5,No,20.4,9.7,0.0,11375000,9.0,32.1,21067500,0.0,Normal,10-19 years,Middle
1614647,Northern,Medium,5,1811,18,Printing and reproduction of recorded media,2016,1,6.906,\N,\N,3.0,3,4,\N,\N,20000000,0.0,Not asked (survey skip: screener employment <20),No,No,100.0,0.0,0.0,No,\N,No,No,Yes,5.0,Major obstacle,Major obstacle,Moderate obstacle,Major obstacle,Electricity,Are estimates computed with some precision,8,0,5,No,\N,\N,-25.0,\N,\N,\N,6666667,0.0,Normal,<10 years,Missing
1614649,Central,Large,8,2599,25,Manufacture of fabricated metal products,2003,38,1.575,6000000,8000000,45.0,8,8,4800000,750000,500000,0.0,Not asked (survey skip: screener employment <20),Yes,Yes,25.0,20.0,15.0,No,\N,No,No,No,\N,Moderate obstacle,Very severe obstacle,Very severe obstacle,Very severe obstacle,Access to land,Are estimates computed with some precision,21,0,0,No,-25.0,-13.4,0.0,750000,80.0,12.5,62500,0.0,Normal,20-29 years,Low Growth
1614651,Northern,Medium,6,1071,10,Manufacture of food products,2022,3,1.833,25000000,\N,2.0,5,5,\N,7000000,12000000,0.0,Not asked (survey skip: screener employment <20),No,Yes,7.0,0.0,90.0,Yes,8000000,Yes,Yes,Yes,5.0,Moderate obstacle,Very severe obstacle,No obstacle,Moderate obstacle,Tax administration,Are estimates computed with some precision,2,8000000,5,No,\N,\N,0.0,5000000,\N,28.0,2400000,32.0,Normal,<10 years,Missing
1614654,Western,Medium,20,1071,10,Manufacture of food products,2007,33,1.650,20000000,30000000,1.0,25,30,12000000,\N,3000000,0.0,Yes,Yes,No,27.0,30.0,30.0,Yes,1800000,Yes,Yes,Yes,0.0,Minor obstacle,Major obstacle,No obstacle,Very severe obstacle,Practices of competitors in the informal sector,Are estimates computed with some precision,17,1800000,0,No,-33.3,-18.4,-16.7,800000,60.0,\N,120000,9.0,Normal,10-19 years,Low Growth
1614655,Western,Small,5,2511,25,Manufacture of fabricated metal products,2019,15,64.974,7000000,\N,30.0,4,3,2000000,5000000,550000,0.0,Not asked (survey skip: screener employment <20),No,No,100.0,0.0,0.0,Yes,3000000,No,No,Yes,5.0,Minor obstacle,Major obstacle,Minor obstacle,Minor obstacle,Tax rates,Are estimates computed with some precision,5,3000000,5,No,\N,\N,33.3,1750000,28.6,71.4,137500,42.9,Normal,<10 years,Missing
1614656,Northern,Medium,25,1622,16,Manufacture of wood and products of wood/cork,1999,30,6.906,50000000,45000000,30.0,10,10,20000000,7000000,100000000,0.0,No,No,No,90.0,0.0,0.0,No,\N,No,No,No,\N,No obstacle,No obstacle,No obstacle,No obstacle,Tax rates,Are in some case taken from books and in some case estimates,25,0,0,No,11.1,5.4,0.0,5000000,40.0,14.0,10000000,0.0,Normal,20-29 years,Middle
1614658,Northern,Small,28,1061,10,Manufacture of food products,2017,9,1.645,4150000000,4000000000,45.0,28,25,200000000,500000000,6000000000,0.0,No,No,No,80.0,0.0,0.0,No,\N,No,No,No,\N,Minor obstacle,Minor obstacle,No obstacle,No obstacle,Tax rates,Are estimates computed with some precision,7,0,0,No,3.8,1.9,12.0,148214286,4.8,12.0,214285714,0.0,Normal,<10 years,Low Growth
1614669,Northern,Medium,15,1811,18,Printing and reproduction of recorded media,2012,13,6.906,35000000,35000000,85.0,8,8,10000000,12000000,50000000,0.0,Not asked (survey skip: screener employment <20),No,No,85.0,0.0,0.0,No,\N,No,No,No,\N,Moderate obstacle,No obstacle,No obstacle,No obstacle,Electricity,Are in some case taken from books and in some case estimates,12,0,0,No,0.0,0.0,0.0,4375000,28.6,34.3,6250000,0.0,Normal,10-19 years,Low Growth
1614672,Northern,Small,6,1079,10,Manufacture of food products,2012,14,1.645,20730000,16980000,70.0,3,3,3000000,12000000,49500000,0.0,Not asked (survey skip: screener employment <20),No,No,80.0,0.0,0.0,No,\N,No,No,Yes,8.0,Moderate obstacle,Minor obstacle,No obstacle,No obstacle,Tax rates,Are estimates computed with some precision,12,0,8,No,22.1,10.5,0.0,6910000,14.5,57.9,16500000,0.0,Normal,10-19 years,Middle
1614677,Central,Small,10,3100,31,Manufacture of furniture,2010,12,147.284,\N,500000000,80.0,10,15,11600000,60000000,\N,0.0,Not asked (survey skip: screener employment <20),Yes,No,100.0,0.0,0.0,No,\N,No,No,Yes,6.0,Moderate obstacle,Moderate obstacle,No obstacle,Moderate obstacle,Access to finance,Are estimates computed with some precision,14,0,6,No,\N,\N,-33.3,\N,\N,\N,\N,0.0,Normal,10-19 years,Missing
1614679,Western,Medium,75,1101,11,Manufacture of beverages,2018,5,2.620,600000000,\N,70.0,50,40,102000000,\N,2000000000,0.0,No,Yes,No,30.0,0.0,70.0,No,\N,No,No,Yes,0.0,Minor obstacle,Major obstacle,No obstacle,Very severe obstacle,Tax rates,Are estimates computed with some precision,6,0,0,No,\N,\N,25.0,12000000,17.0,\N,40000000,0.0,Normal,<10 years,Missing
1614682,Eastern,Small,20,1061,10,Manufacture of food products,2013,12,7.895,90000000,70000000,90.0,8,7,24000000,30000000,150000000,0.0,Yes,No,No,60.0,0.0,0.0,No,\N,No,No,Yes,3.0,Very severe obstacle,Major obstacle,No obstacle,Minor obstacle,Electricity,Are taken directly from establishment records,11,0,3,No,28.6,13.4,14.3,11250000,26.7,33.3,18750000,0.0,Normal,10-19 years,Middle
1614686,Northern,Small,6,3100,31,Manufacture of furniture,2009,19,18.669,16500000,8170000,60.0,2,2,2160000,3000000,43000000,0.0,Not asked (survey skip: screener employment <20),No,No,60.0,0.0,10.0,No,\N,No,No,Yes,5.0,No obstacle,Major obstacle,No obstacle,No obstacle,Tax rates,Are estimates computed with some precision,15,0,5,No,102.0,42.1,0.0,8250000,13.1,18.2,21500000,0.0,Normal,10-19 years,High Growth
1614693,Northern,Small,15,2511,25,Manufacture of fabricated metal products,2009,15,18.669,200000000,200000000,45.0,10,10,35000000,50000000,1000000000,0.0,Not asked (survey skip: screener employment <20),No,No,80.0,0.0,0.0,No,\N,No,No,No,\N,Minor obstacle,No obstacle,No obstacle,No obstacle,Access to land,Are estimates computed with some precision,15,0,0,No,0.0,0.0,0.0,20000000,17.5,25.0,100000000,0.0,Normal,10-19 years,Low Growth
1614698,Western,Medium,10,2599,25,Manufacture of fabricated metal products,1990,30,2.620,15000000,\N,7.0,8,7,\N,5000000,3500000,0.0,Not asked (survey skip: screener employment <20),Yes,No,30.0,48.0,12.0,Yes,900000,No,Yes,No,\N,Major obstacle,Major obstacle,No obstacle,Major obstacle,Electricity,Are estimates computed with some precision,34,900000,0,No,\N,\N,14.3,1875000,\N,33.3,437500,6.0,Normal,30+ years,Missing
1614703,Northern,Small,16,3100,31,Manufacture of furniture,2012,13,18.669,55000000,55000000,86.0,14,14,23000000,12000000,25000000000,0.0,Not asked (survey skip: screener employment <20),No,No,100.0,0.0,0.0,No,\N,No,No,No,\N,Minor obstacle,Minor obstacle,No obstacle,No obstacle,Tax administration,Are estimates computed with some precision,12,0,0,No,0.0,0.0,0.0,3928571,41.8,21.8,1785714286,0.0,Normal,10-19 years,Low Growth
1614704,Western,Small,7,1079,10,Manufacture of food products,\N,\N,11.034,38000000,\N,1.0,4,\N,20000000,0,\N,0.0,Not asked (survey skip: screener employment <20),No,No,100.0,0.0,0.0,No,\N,No,No,No,\N,Very severe obstacle,No obstacle,Minor obstacle,Minor obstacle,Electricity,Are in some case taken from books and in some case estimates,\N,0,0,No,\N,\N,\N,9500000,52.6,0.0,\N,0.0,Normal,Unknown,Missing
1614707,Western,Medium,9,3100,31,Manufacture of furniture,2008,19,2.620,74500000,40600000,\N,5,2,\N,\N,3000000,0.0,Not asked (survey skip: screener employment <20),No,No,70.0,0.0,0.0,No,\N,No,No,Yes,5.0,Minor obstacle,Moderate obstacle,No obstacle,Minor obstacle,Access to finance,Are estimates computed with some precision,16,0,5,No,83.5,35.5,150.0,14900000,\N,\N,600000,0.0,Normal,10-19 years,High Growth
1614712,Eastern,Medium,16,1071,10,Manufacture of food products,2020,5,1.610,150000000,120000000,60.0,16,11,50000000,40000000,3000000,0.0,Not asked (survey skip: screener employment <20),No,Yes,100.0,0.0,0.0,Yes,7000000,No,No,Yes,10.0,Minor obstacle,Minor obstacle,No obstacle,Moderate obstacle,Practices of competitors in the informal sector,Are in some case taken from books and in some case estimates,4,7000000,10,No,25.0,11.8,45.5,9375000,33.3,26.7,187500,4.7,Normal,<10 years,Middle
1614716,Central,Large,200,2392,23,Manufacture of other non-metallic mineral products,2000,30,1.575,7000000000,2000000000,60.0,200,100,300000000,2000000000,20000000000,0.0,Yes,Yes,Yes,70.0,0.0,25.0,No,\N,No,No,Yes,5.0,No obstacle,No obstacle,No obstacle,Minor obstacle,Corruption,Are in some case taken from books and in some case estimates,24,0,5,No,250.0,87.1,100.0,35000000,4.3,28.6,100000000,0.0,Normal,20-29 years,High Growth
1614717,Western,Small,8,1071,10,Manufacture of food products,2023,3,11.034,24000000,\N,1.0,6,\N,5760000,5000000,3000000,0.0,Not asked (survey skip: screener employment <20),No,No,80.0,0.0,20.0,No,\N,No,No,Yes,4.0,Moderate obstacle,Major obstacle,No obstacle,Moderate obstacle,Access to finance,Are estimates computed with some precision,1,0,4,No,\N,\N,\N,4000000,24.0,20.8,500000,0.0,Normal,<10 years,Missing
1614718,Central,Medium,200,2220,22,Manufacture of rubber and plastics products,2005,23,48.350,5500000000,4000000000,80.0,150,120,200000000,1000000000,3000000000,30.0,Yes,No,No,80.0,0.0,0.0,No,\N,Yes,No,Yes,4.0,Moderate obstacle,No obstacle,Minor obstacle,Moderate obstacle,Tax rates,Are taken directly from establishment records,19,0,4,Yes,37.5,17.3,25.0,36666667,3.6,18.2,20000000,0.0,Normal,10-19 years,Middle
1614720,Eastern,Medium,40,1061,10,Manufacture of food products,2008,17,1.610,100000000,84000000,90.0,20,10,18000000,30000000,150000000,0.0,Yes,No,No,70.0,0.0,0.0,No,\N,No,No,Yes,3.0,Major obstacle,Moderate obstacle,No obstacle,Very severe obstacle,Practices of competitors in the informal sector,Are taken directly from establishment records,16,0,3,No,19.0,9.1,100.0,5000000,18.0,30.0,7500000,0.0,Normal,10-19 years,Middle
1614721,Western,Medium,20,1101,11,Manufacture of beverages,2013,\N,1.650,300000000,280000000,1.0,20,\N,96000000,190000000,\N,0.0,Yes,No,Yes,100.0,0.0,0.0,No,\N,No,No,Yes,0.0,No obstacle,No obstacle,Major obstacle,Minor obstacle,Tax administration,Are estimates computed with some precision,11,0,0,No,7.1,3.5,\N,15000000,32.0,63.3,\N,0.0,Normal,10-19 years,Low Growth
1614723,Northern,Small,5,1061,10,Manufacture of food products,2020,4,1.645,24000000,20000000,100.0,5,5,9000000,2000000,4000000,0.0,Not asked (survey skip: screener employment <20),No,No,95.0,0.0,5.0,No,\N,No,No,Yes,5.0,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,Tax rates,Are in some case taken from books and in some case estimates,4,0,5,No,20.0,9.5,0.0,4800000,37.5,8.3,800000,0.0,Normal,<10 years,Middle
